region,lat,lon,households
West Midlands,52.5809,-2.8487,0.173
West Midlands,52.5810,-2.8339,6.675
West Midlands,52.5811,-2.8192,2.054
West Midlands,52.5812,-2.8044,7.445
West Midlands,52.5813,-2.7897,3.781
West Midlands,52.5814,-2.7749,78.146
West Midlands,52.5815,-2.7601,8.084
West Midlands,52.5816,-2.7454,1.336
West Midlands,52.5817,-2.7306,4.845
West Midlands,52.5818,-2.7159,1.321
West Midlands,52.5819,-2.7011,6.174
West Midlands,52.5820,-2.6863,2.792
West Midlands,52.5820,-2.6716,18.243
West Midlands,52.5821,-2.6568,7.787
West Midlands,52.5822,-2.6421,4.759
West Midlands,52.5823,-2.6273,1.692
West Midlands,52.5824,-2.6126,1.255
West Midlands,52.5824,-2.5978,15.756
West Midlands,52.5825,-2.5830,23.306
West Midlands,52.5826,-2.5683,11.851
West Midlands,52.5827,-2.5535,4.183
West Midlands,52.5827,-2.5388,4.367
West Midlands,52.5828,-2.5240,0.646
West Midlands,52.5829,-2.5092,1.401
West Midlands,52.5829,-2.4945,0.152
West Midlands,52.5829,-1.5055,0.838
West Midlands,52.5830,-2.4797,1.087
West Midlands,52.5830,-2.4650,3.043
West Midlands,52.5830,-1.5350,606.966
West Midlands,52.5830,-1.5203,12.053
West Midlands,52.5831,-2.4502,0.254
West Midlands,52.5831,-1.5498,711.016
West Midlands,52.5832,-2.4354,3.329
West Midlands,52.5832,-2.4207,8.539
West Midlands,52.5832,-1.5793,46.527
West Midlands,52.5832,-1.5646,16.577
West Midlands,52.5833,-2.4059,0.244
West Midlands,52.5833,-2.3912,1.478
West Midlands,52.5833,-1.6088,93.485
West Midlands,52.5833,-1.5941,553.157
West Midlands,52.5834,-2.3764,2.464
West Midlands,52.5834,-2.3616,22.990
West Midlands,52.5834,-2.3469,30.407
West Midlands,52.5834,-1.6531,67.290
West Midlands,52.5834,-1.6384,521.574
West Midlands,52.5834,-1.6236,100.140
West Midlands,52.5835,-2.3321,56.154
West Midlands,52.5835,-2.3174,4.160
West Midlands,52.5835,-1.6826,14.268
West Midlands,52.5835,-1.6679,40.239
West Midlands,52.5836,-2.3026,3.541
West Midlands,52.5836,-2.2878,4.337
West Midlands,52.5836,-2.2731,87.463
West Midlands,52.5836,-1.7269,12.681
West Midlands,52.5836,-1.7122,9.461
West Midlands,52.5836,-1.6974,27.748
West Midlands,52.5837,-2.2583,432.671
West Midlands,52.5837,-2.2436,22.328
West Midlands,52.5837,-2.2288,4.324
West Midlands,52.5837,-1.7712,1.519
West Midlands,52.5837,-1.7564,13.098
West Midlands,52.5837,-1.7417,26.225
West Midlands,52.5838,-2.2140,44.468
West Midlands,52.5838,-2.1993,400.475
West Midlands,52.5838,-2.1845,844.495
West Midlands,52.5838,-2.1697,1643.800
West Midlands,52.5838,-2.1550,1324.120
West Midlands,52.5838,-1.8450,325.256
West Midlands,52.5838,-1.8303,1607.164
West Midlands,52.5838,-1.8155,1405.847
West Midlands,52.5838,-1.8007,193.332
West Midlands,52.5838,-1.7860,44.054
West Midlands,52.5839,-2.1402,2883.300
West Midlands,52.5839,-2.1255,3358.078
West Midlands,52.5839,-2.1107,1274.384
West Midlands,52.5839,-2.0959,1767.076
West Midlands,52.5839,-2.0812,1123.138
West Midlands,52.5839,-2.0664,1380.592
West Midlands,52.5839,-2.0517,2320.665
West Midlands,52.5839,-2.0369,1608.180
West Midlands,52.5839,-2.0221,1183.688
West Midlands,52.5839,-1.9779,3770.469
West Midlands,52.5839,-1.9631,1323.101
West Midlands,52.5839,-1.9483,39.267
West Midlands,52.5839,-1.9336,115.329
West Midlands,52.5839,-1.9188,45.385
West Midlands,52.5839,-1.9041,330.782
West Midlands,52.5839,-1.8893,1143.505
West Midlands,52.5839,-1.8745,752.580
West Midlands,52.5839,-1.8598,18.327
West Midlands,52.5840,-2.0074,872.127
West Midlands,52.5840,-1.9926,1909.210
West Midlands,52.5876,-3.1293,0.109
West Midlands,52.5877,-3.1146,0.544
West Midlands,52.5878,-3.0998,1.654
West Midlands,52.5880,-3.0850,1.985
West Midlands,52.5881,-3.0703,1.947
West Midlands,52.5882,-3.0555,2.920
West Midlands,52.5884,-3.0408,1.324
West Midlands,52.5885,-3.0260,0.468
West Midlands,52.5886,-3.0112,1.806
West Midlands,52.5887,-2.9965,16.898
West Midlands,52.5889,-2.9817,11.755
West Midlands,52.5890,-2.9670,2.137
West Midlands,52.5891,-2.9522,25.755
West Midlands,52.5892,-2.9374,3.902
West Midlands,52.5893,-2.9227,3.740
West Midlands,52.5895,-2.9079,2.564
West Midlands,52.5896,-2.8931,1.777
West Midlands,52.5897,-2.8784,3.554
West Midlands,52.5898,-2.8636,2.467
West Midlands,52.5899,-2.8489,1.919
West Midlands,52.5900,-2.8341,14.581
West Midlands,52.5901,-2.8193,1.726
West Midlands,52.5902,-2.8046,5.005
West Midlands,52.5903,-2.7898,13.494
West Midlands,52.5904,-2.7751,15.705
West Midlands,52.5905,-2.7603,1.670
West Midlands,52.5906,-2.7455,4.039
West Midlands,52.5907,-2.7308,2.693
West Midlands,52.5908,-2.7160,2.154
West Midlands,52.5909,-2.7013,0.137
West Midlands,52.5910,-2.6865,2.393
West Midlands,52.5910,-2.6717,1.215
West Midlands,52.5911,-2.6570,15.187
West Midlands,52.5912,-2.6422,2.820
West Midlands,52.5914,-2.6127,1.882
West Midlands,52.5914,-2.5979,9.310
West Midlands,52.5915,-2.5832,24.760
West Midlands,52.5916,-2.5684,165.017
West Midlands,52.5916,-2.5536,673.116
West Midlands,52.5917,-2.5389,2.911
West Midlands,52.5918,-2.5241,3.660
West Midlands,52.5918,-2.5093,0.277
West Midlands,52.5919,-2.4946,0.860
West Midlands,52.5920,-2.4798,2.688
West Midlands,52.5920,-2.4651,3.641
West Midlands,52.5920,-1.5349,2.321
West Midlands,52.5920,-1.5202,21.234
West Midlands,52.5921,-2.4503,0.430
West Midlands,52.5921,-2.4355,1.045
West Midlands,52.5921,-1.5645,4.148
West Midlands,52.5921,-1.5497,64.153
West Midlands,52.5922,-2.4208,5.970
West Midlands,52.5922,-2.4060,3.590
West Midlands,52.5922,-1.5940,424.893
West Midlands,52.5922,-1.5792,99.495
West Midlands,52.5923,-2.3912,4.435
West Midlands,52.5923,-2.3765,6.406
West Midlands,52.5923,-1.6235,76.829
West Midlands,52.5923,-1.6088,47.474
West Midlands,52.5924,-2.3617,1.768
West Midlands,52.5924,-2.3469,38.269
West Midlands,52.5924,-1.6531,46.122
West Midlands,52.5924,-1.6383,43.127
West Midlands,52.5925,-2.3322,5.719
West Midlands,52.5925,-2.3174,7.279
West Midlands,52.5925,-1.6826,301.951
West Midlands,52.5925,-1.6678,14.417
West Midlands,52.5926,-2.3027,2.125
West Midlands,52.5926,-2.2879,5.204
West Midlands,52.5926,-2.2731,13.587
West Midlands,52.5926,-1.7269,4.565
West Midlands,52.5926,-1.7121,6.942
West Midlands,52.5926,-1.6973,4.791
West Midlands,52.5927,-2.2584,258.955
West Midlands,52.5927,-2.2436,52.579
West Midlands,52.5927,-2.2288,15.074
West Midlands,52.5927,-2.2141,579.099
West Midlands,52.5927,-1.7859,30.123
West Midlands,52.5927,-1.7712,7.148
West Midlands,52.5927,-1.7564,5.998
West Midlands,52.5927,-1.7416,3.804
West Midlands,52.5928,-2.1993,1941.448
West Midlands,52.5928,-2.1845,1450.537
West Midlands,52.5928,-2.1698,1009.903
West Midlands,52.5928,-2.1550,1761.473
West Midlands,52.5928,-1.8450,1695.795
West Midlands,52.5928,-1.8302,1622.532
West Midlands,52.5928,-1.8155,1000.923
West Midlands,52.5928,-1.8007,409.624
West Midlands,52.5929,-2.1403,2098.713
West Midlands,52.5929,-2.1255,2353.155
West Midlands,52.5929,-2.1107,2194.853
West Midlands,52.5929,-2.0960,898.366
West Midlands,52.5929,-2.0812,591.416
West Midlands,52.5929,-2.0664,410.338
West Midlands,52.5929,-2.0517,1695.113
West Midlands,52.5929,-2.0369,2005.422
West Midlands,52.5929,-2.0221,1769.569
West Midlands,52.5929,-2.0074,822.081
West Midlands,52.5929,-1.9926,2065.234
West Midlands,52.5929,-1.9779,1722.397
West Midlands,52.5929,-1.9631,742.567
West Midlands,52.5929,-1.9483,35.524
West Midlands,52.5929,-1.9336,169.509
West Midlands,52.5929,-1.9188,491.225
West Midlands,52.5929,-1.9040,59.293
West Midlands,52.5929,-1.8893,175.094
West Midlands,52.5929,-1.8745,196.195
West Midlands,52.5929,-1.8597,685.093
West Midlands,52.5967,-3.1148,1.088
West Midlands,52.5968,-3.1000,0.993
West Midlands,52.5970,-3.0853,0.993
West Midlands,52.5971,-3.0705,13.142
West Midlands,52.5972,-3.0557,7.301
West Midlands,52.5974,-3.0410,4.381
West Midlands,52.5975,-3.0262,12.513
West Midlands,52.5976,-3.0114,4.813
West Midlands,52.5977,-2.9967,14.290
West Midlands,52.5979,-2.9819,33.344
West Midlands,52.5980,-2.9672,3.334
West Midlands,52.5981,-2.9524,4.764
West Midlands,52.5982,-2.9376,33.560
West Midlands,52.5983,-2.9229,1.247
West Midlands,52.5985,-2.9081,0.537
West Midlands,52.5986,-2.8933,7.482
West Midlands,52.5987,-2.8786,5.598
West Midlands,52.5988,-2.8638,4.317
West Midlands,52.5989,-2.8490,3.070
West Midlands,52.5990,-2.8343,6.907
West Midlands,52.5991,-2.8195,3.837
West Midlands,52.5992,-2.8047,3.489
West Midlands,52.5993,-2.7900,4.374
West Midlands,52.5994,-2.7752,6.873
West Midlands,52.5995,-2.7605,46.581
West Midlands,52.5996,-2.7457,14.540
West Midlands,52.5997,-2.7309,4.308
West Midlands,52.5998,-2.7162,1.375
West Midlands,52.5999,-2.7014,0.622
West Midlands,52.5999,-2.6866,13.167
West Midlands,52.6000,-2.6719,4.686
West Midlands,52.6001,-2.6571,7.290
West Midlands,52.6002,-2.6423,12.690
West Midlands,52.6003,-2.6276,6.054
West Midlands,52.6003,-2.6128,3.302
West Midlands,52.6004,-2.5980,3.548
West Midlands,52.6005,-2.5833,7.939
West Midlands,52.6006,-2.5685,13.120
West Midlands,52.6006,-2.5537,261.702
West Midlands,52.6007,-2.5390,5.770
West Midlands,52.6008,-2.5242,1.669
West Midlands,52.6008,-2.5094,1.708
West Midlands,52.6009,-2.4947,6.723
West Midlands,52.6010,-2.4799,6.590
West Midlands,52.6010,-2.4651,3.524
West Midlands,52.6010,-1.5349,0.852
West Midlands,52.6011,-2.4504,2.426
West Midlands,52.6011,-2.4356,3.705
West Midlands,52.6011,-1.5644,5.888
West Midlands,52.6011,-1.5496,1.199
West Midlands,52.6012,-2.4208,3.458
West Midlands,52.6012,-2.4061,19.571
West Midlands,52.6012,-1.5939,23.085
West Midlands,52.6012,-1.5792,17.668
West Midlands,52.6013,-2.3913,3.100
West Midlands,52.6013,-2.3765,8.181
West Midlands,52.6013,-1.6235,215.828
West Midlands,52.6013,-1.6087,697.718
West Midlands,52.6014,-2.3618,11.024
West Midlands,52.6014,-2.3470,6.925
West Midlands,52.6014,-1.6530,616.420
West Midlands,52.6014,-1.6382,78.109
West Midlands,52.6015,-2.3323,1.244
West Midlands,52.6015,-2.3175,30.328
West Midlands,52.6015,-2.3027,1.921
West Midlands,52.6015,-1.6973,2.192
West Midlands,52.6015,-1.6825,807.452
West Midlands,52.6015,-1.6677,1611.226
West Midlands,52.6016,-2.2880,4.890
West Midlands,52.6016,-2.2732,4.127
West Midlands,52.6016,-1.7268,4.140
West Midlands,52.6016,-1.7120,49.567
West Midlands,52.6017,-2.2584,18.500
West Midlands,52.6017,-2.2437,10.797
West Midlands,52.6017,-2.2289,1.144
West Midlands,52.6017,-2.2141,187.263
West Midlands,52.6017,-1.7859,17.047
West Midlands,52.6017,-1.7711,1.914
West Midlands,52.6017,-1.7563,7.030
West Midlands,52.6017,-1.7416,7.136
West Midlands,52.6018,-2.1994,769.293
West Midlands,52.6018,-2.1846,686.791
West Midlands,52.6018,-2.1698,865.945
West Midlands,52.6018,-2.1551,1227.959
West Midlands,52.6018,-2.1403,1153.833
West Midlands,52.6018,-1.8597,318.055
West Midlands,52.6018,-1.8449,1278.818
West Midlands,52.6018,-1.8302,73.640
West Midlands,52.6018,-1.8154,15.836
West Midlands,52.6018,-1.8006,17.964
West Midlands,52.6019,-2.1255,943.481
West Midlands,52.6019,-2.1108,2074.916
West Midlands,52.6019,-2.0960,1829.259
West Midlands,52.6019,-2.0812,2182.871
West Midlands,52.6019,-2.0665,1809.665
West Midlands,52.6019,-2.0517,2003.312
West Midlands,52.6019,-2.0369,2227.899
West Midlands,52.6019,-2.0222,284.218
West Midlands,52.6019,-2.0074,1752.595
West Midlands,52.6019,-1.9926,1502.277
West Midlands,52.6019,-1.9778,1756.015
West Midlands,52.6019,-1.9631,674.620
West Midlands,52.6019,-1.9483,310.494
West Midlands,52.6019,-1.9335,1117.365
West Midlands,52.6019,-1.9188,1458.532
West Midlands,52.6019,-1.9040,278.477
West Midlands,52.6019,-1.8892,47.827
West Midlands,52.6019,-1.8745,82.918
West Midlands,52.6058,-3.1002,1.776
West Midlands,52.6060,-3.0855,6.216
West Midlands,52.6061,-3.0707,1.134
West Midlands,52.6062,-3.0559,4.912
West Midlands,52.6063,-3.0412,7.557
West Midlands,52.6065,-3.0264,0.703
West Midlands,52.6066,-3.0116,14.438
West Midlands,52.6067,-2.9969,19.530
West Midlands,52.6069,-2.9821,38.107
West Midlands,52.6070,-2.9673,20.483
West Midlands,52.6071,-2.9526,13.835
West Midlands,52.6072,-2.9378,13.297
West Midlands,52.6073,-2.9230,12.411
West Midlands,52.6074,-2.9083,1.216
West Midlands,52.6076,-2.8935,5.152
West Midlands,52.6077,-2.8787,4.966
West Midlands,52.6078,-2.8640,1.478
West Midlands,52.6079,-2.8492,4.221
West Midlands,52.6080,-2.8344,8.025
West Midlands,52.6081,-2.8197,1.783
West Midlands,52.6082,-2.8049,2.117
West Midlands,52.6083,-2.7901,24.034
West Midlands,52.6084,-2.7754,53.300
West Midlands,52.6085,-2.7606,8.066
West Midlands,52.6086,-2.7458,2.785
West Midlands,52.6087,-2.7311,7.538
West Midlands,52.6088,-2.7163,14.888
West Midlands,52.6088,-2.7015,1.141
West Midlands,52.6089,-2.6868,11.509
West Midlands,52.6090,-2.6720,0.781
West Midlands,52.6091,-2.6572,10.153
West Midlands,52.6092,-2.6425,3.861
West Midlands,52.6093,-2.6277,4.554
West Midlands,52.6093,-2.6129,3.795
West Midlands,52.6094,-2.5982,58.860
West Midlands,52.6095,-2.5834,3.667
West Midlands,52.6096,-2.5686,49.340
West Midlands,52.6096,-2.5539,16.600
West Midlands,52.6097,-2.5391,12.911
West Midlands,52.6098,-2.5243,0.607
West Midlands,52.6098,-2.5095,4.861
West Midlands,52.6099,-2.4948,14.066
West Midlands,52.6100,-2.4800,692.964
West Midlands,52.6100,-2.4652,317.372
West Midlands,52.6101,-2.4505,2.791
West Midlands,52.6101,-2.4357,10.751
West Midlands,52.6101,-1.5643,0.600
West Midlands,52.6101,-1.5495,0.142
West Midlands,52.6102,-2.4209,9.054
West Midlands,52.6102,-2.4062,13.115
West Midlands,52.6102,-1.5938,4.652
West Midlands,52.6102,-1.5791,2.570
West Midlands,52.6103,-2.3914,1.639
West Midlands,52.6103,-2.3766,3.532
West Midlands,52.6103,-1.6234,780.261
West Midlands,52.6103,-1.6086,925.649
West Midlands,52.6104,-2.3619,14.391
West Midlands,52.6104,-2.3471,104.018
West Midlands,52.6104,-1.6529,1456.014
West Midlands,52.6104,-1.6381,573.269
West Midlands,52.6105,-2.3323,2.745
West Midlands,52.6105,-2.3175,0.970
West Midlands,52.6105,-2.3028,3.706
West Midlands,52.6105,-1.6972,835.309
West Midlands,52.6105,-1.6825,1619.447
West Midlands,52.6105,-1.6677,1837.438
West Midlands,52.6106,-2.2880,3.344
West Midlands,52.6106,-2.2732,0.666
West Midlands,52.6106,-2.2585,3.172
West Midlands,52.6106,-1.7415,50.482
West Midlands,52.6106,-1.7268,5.821
West Midlands,52.6106,-1.7120,193.041
West Midlands,52.6107,-2.2437,2.826
West Midlands,52.6107,-2.2289,6.290
West Midlands,52.6107,-2.2142,8.239
West Midlands,52.6107,-1.7858,1.065
West Midlands,52.6107,-1.7711,1.786
West Midlands,52.6107,-1.7563,5.265
West Midlands,52.6108,-2.1994,54.303
West Midlands,52.6108,-2.1846,81.553
West Midlands,52.6108,-2.1699,325.754
West Midlands,52.6108,-2.1551,1471.757
West Midlands,52.6108,-2.1403,471.309
West Midlands,52.6108,-1.8597,12.019
West Midlands,52.6108,-1.8449,7.306
West Midlands,52.6108,-1.8301,62.962
West Midlands,52.6108,-1.8154,0.925
West Midlands,52.6108,-1.8006,1.108
West Midlands,52.6109,-2.1255,1889.864
West Midlands,52.6109,-2.1108,2309.197
West Midlands,52.6109,-2.0960,2035.151
West Midlands,52.6109,-2.0812,1463.621
West Midlands,52.6109,-2.0665,1892.859
West Midlands,52.6109,-2.0517,1890.594
West Midlands,52.6109,-2.0369,2350.446
West Midlands,52.6109,-2.0222,1127.837
West Midlands,52.6109,-2.0074,1482.464
West Midlands,52.6109,-1.9926,2694.355
West Midlands,52.6109,-1.9778,1743.350
West Midlands,52.6109,-1.9631,1297.950
West Midlands,52.6109,-1.9483,1087.422
West Midlands,52.6109,-1.9335,270.342
West Midlands,52.6109,-1.9188,1526.334
West Midlands,52.6109,-1.9040,276.816
West Midlands,52.6109,-1.8892,26.521
West Midlands,52.6109,-1.8745,4.453
West Midlands,52.6148,-3.1005,2.442
West Midlands,52.6149,-3.0857,1.998
West Midlands,52.6151,-3.0709,1.511
West Midlands,52.6152,-3.0562,30.230
West Midlands,52.6153,-3.0414,3.023
West Midlands,52.6155,-3.0266,3.516
West Midlands,52.6156,-3.0119,1.952
West Midlands,52.6157,-2.9971,7.159
West Midlands,52.6158,-2.9823,6.508
West Midlands,52.6160,-2.9675,5.823
West Midlands,52.6161,-2.9528,12.298
West Midlands,52.6162,-2.9380,19.718
West Midlands,52.6163,-2.9232,39.460
West Midlands,52.6164,-2.9085,4.256
West Midlands,52.6165,-2.8937,5.667
West Midlands,52.6167,-2.8789,1.655
West Midlands,52.6168,-2.8642,0.845
West Midlands,52.6169,-2.8494,20.058
West Midlands,52.6170,-2.8346,5.739
West Midlands,52.6171,-2.8198,1.913
West Midlands,52.6172,-2.8051,5.872
West Midlands,52.6173,-2.7903,11.881
West Midlands,52.6174,-2.7755,167.370
West Midlands,52.6175,-2.7608,21.596
West Midlands,52.6176,-2.7460,9.639
West Midlands,52.6177,-2.7312,2.493
West Midlands,52.6177,-2.7165,1.246
West Midlands,52.6178,-2.7017,4.944
West Midlands,52.6179,-2.6869,52.365
West Midlands,52.6180,-2.6721,4.966
West Midlands,52.6181,-2.6574,32.821
West Midlands,52.6182,-2.6426,8.991
West Midlands,52.6183,-2.6278,7.263
West Midlands,52.6183,-2.6131,2.860
West Midlands,52.6184,-2.5983,2.584
West Midlands,52.6185,-2.5835,6.182
West Midlands,52.6185,-2.5687,3.745
West Midlands,52.6186,-2.5540,1.872
West Midlands,52.6187,-2.5392,4.161
West Midlands,52.6188,-2.5244,5.533
West Midlands,52.6188,-2.5097,4.293
West Midlands,52.6189,-2.4949,106.821
West Midlands,52.6189,-2.4801,806.784
West Midlands,52.6190,-2.4653,192.003
West Midlands,52.6191,-2.4506,144.555
West Midlands,52.6191,-2.4358,21.949
West Midlands,52.6191,-1.5642,1.028
West Midlands,52.6191,-1.5494,0.066
West Midlands,52.6192,-2.4210,6.008
West Midlands,52.6192,-2.4062,3.759
West Midlands,52.6192,-1.5938,36.954
West Midlands,52.6192,-1.5790,4.043
West Midlands,52.6193,-2.3915,3.464
West Midlands,52.6193,-2.3767,3.690
West Midlands,52.6193,-1.6233,434.113
West Midlands,52.6193,-1.6085,749.581
West Midlands,52.6194,-2.3619,6.326
West Midlands,52.6194,-2.3472,22.504
West Midlands,52.6194,-2.3324,8.623
West Midlands,52.6194,-1.6676,1742.343
West Midlands,52.6194,-1.6528,2059.957
West Midlands,52.6194,-1.6381,827.788
West Midlands,52.6195,-2.3176,1.392
West Midlands,52.6195,-2.3028,5.979
West Midlands,52.6195,-1.6972,884.438
West Midlands,52.6195,-1.6824,1926.328
West Midlands,52.6196,-2.2881,6.090
West Midlands,52.6196,-2.2733,17.077
West Midlands,52.6196,-2.2585,9.556
West Midlands,52.6196,-1.7415,18.823
West Midlands,52.6196,-1.7267,366.572
West Midlands,52.6196,-1.7119,491.240
West Midlands,52.6197,-2.2438,23.853
West Midlands,52.6197,-2.2290,10.443
West Midlands,52.6197,-2.2142,71.211
West Midlands,52.6197,-2.1994,383.175
West Midlands,52.6197,-1.8006,2.951
West Midlands,52.6197,-1.7858,1.354
West Midlands,52.6197,-1.7710,5.375
West Midlands,52.6197,-1.7562,3.632
West Midlands,52.6198,-2.1847,922.825
West Midlands,52.6198,-2.1699,347.006
West Midlands,52.6198,-2.1551,1314.931
West Midlands,52.6198,-2.1403,1503.600
West Midlands,52.6198,-2.1256,1966.757
West Midlands,52.6198,-1.8744,4.481
West Midlands,52.6198,-1.8597,2.852
West Midlands,52.6198,-1.8449,9.196
West Midlands,52.6198,-1.8301,8.704
West Midlands,52.6198,-1.8153,13.056
West Midlands,52.6199,-2.1108,1227.432
West Midlands,52.6199,-2.0960,960.021
West Midlands,52.6199,-2.0813,98.173
West Midlands,52.6199,-2.0665,579.108
West Midlands,52.6199,-2.0517,1384.457
West Midlands,52.6199,-2.0369,889.778
West Midlands,52.6199,-2.0222,1539.738
West Midlands,52.6199,-2.0074,2401.708
West Midlands,52.6199,-1.9926,1911.541
West Midlands,52.6199,-1.9778,1199.639
West Midlands,52.6199,-1.9631,1310.154
West Midlands,52.6199,-1.9483,1475.040
West Midlands,52.6199,-1.9335,449.495
West Midlands,52.6199,-1.9187,1290.584
West Midlands,52.6199,-1.9040,348.178
West Midlands,52.6199,-1.8892,23.425
West Midlands,52.6239,-3.0859,2.442
West Midlands,52.6241,-3.0711,5.729
West Midlands,52.6242,-3.0564,7.002
West Midlands,52.6243,-3.0416,9.549
West Midlands,52.6245,-3.0268,0.905
West Midlands,52.6246,-3.0121,0.683
West Midlands,52.6247,-2.9973,2.730
West Midlands,52.6248,-2.9825,11.604
West Midlands,52.6250,-2.9677,1.558
West Midlands,52.6251,-2.9530,2.770
West Midlands,52.6252,-2.9382,49.795
West Midlands,52.6253,-2.9234,5.208
West Midlands,52.6254,-2.9087,1.617
West Midlands,52.6255,-2.8939,16.182
West Midlands,52.6256,-2.8791,8.738
West Midlands,52.6258,-2.8643,6.921
West Midlands,52.6259,-2.8496,15.819
West Midlands,52.6260,-2.8348,6.267
West Midlands,52.6261,-2.8200,7.442
West Midlands,52.6262,-2.8052,12.238
West Midlands,52.6263,-2.7905,2.543
West Midlands,52.6264,-2.7757,94.560
West Midlands,52.6265,-2.7609,48.684
West Midlands,52.6266,-2.7461,36.742
West Midlands,52.6266,-2.7314,19.321
West Midlands,52.6267,-2.7166,0.658
West Midlands,52.6268,-2.7018,2.342
West Midlands,52.6269,-2.6871,20.629
West Midlands,52.6270,-2.6723,10.383
West Midlands,52.6271,-2.6575,9.553
West Midlands,52.6272,-2.6427,10.755
West Midlands,52.6272,-2.6280,4.359
West Midlands,52.6273,-2.6132,7.036
West Midlands,52.6274,-2.5984,122.785
West Midlands,52.6275,-2.5836,6.039
West Midlands,52.6275,-2.5689,5.919
West Midlands,52.6276,-2.5541,1.664
West Midlands,52.6277,-2.5393,1.040
West Midlands,52.6277,-2.5245,1.490
West Midlands,52.6278,-2.5098,115.304
West Midlands,52.6279,-2.4950,136.996
West Midlands,52.6279,-2.4802,507.455
West Midlands,52.6280,-2.4654,594.139
West Midlands,52.6280,-2.4507,500.879
West Midlands,52.6281,-2.4359,1015.246
West Midlands,52.6281,-1.5641,8.312
West Midlands,52.6282,-2.4211,38.922
West Midlands,52.6282,-2.4063,4.170
West Midlands,52.6282,-1.5937,17.739
West Midlands,52.6282,-1.5789,452.392
West Midlands,52.6283,-2.3916,0.582
West Midlands,52.6283,-2.3768,0.873
West Midlands,52.6283,-1.6232,17.864
West Midlands,52.6283,-1.6084,94.481
West Midlands,52.6284,-2.3620,8.444
West Midlands,52.6284,-2.3472,0.839
West Midlands,52.6284,-2.3325,2.734
West Midlands,52.6284,-1.6675,2524.012
West Midlands,52.6284,-1.6528,1521.463
West Midlands,52.6284,-1.6380,405.927
West Midlands,52.6285,-2.3177,3.909
West Midlands,52.6285,-2.3029,25.717
West Midlands,52.6285,-1.6971,812.941
West Midlands,52.6285,-1.6823,2034.433
West Midlands,52.6286,-2.2881,170.923
West Midlands,52.6286,-2.2734,115.722
West Midlands,52.6286,-2.2586,21.911
West Midlands,52.6286,-1.7414,12.347
West Midlands,52.6286,-1.7266,308.946
West Midlands,52.6286,-1.7119,402.859
West Midlands,52.6287,-2.2438,7.900
West Midlands,52.6287,-2.2290,4.480
West Midlands,52.6287,-2.2142,48.998
West Midlands,52.6287,-2.1995,1359.922
West Midlands,52.6287,-1.8005,7.780
West Midlands,52.6287,-1.7858,4.890
West Midlands,52.6287,-1.7710,7.332
West Midlands,52.6287,-1.7562,10.015
West Midlands,52.6288,-2.1847,1575.977
West Midlands,52.6288,-2.1699,426.008
West Midlands,52.6288,-2.1551,200.809
West Midlands,52.6288,-2.1404,762.893
West Midlands,52.6288,-2.1256,1123.989
West Midlands,52.6288,-1.8744,15.231
West Midlands,52.6288,-1.8596,2.748
West Midlands,52.6288,-1.8449,39.391
West Midlands,52.6288,-1.8301,14.103
West Midlands,52.6288,-1.8153,9.250
West Midlands,52.6289,-2.1108,1288.799
West Midlands,52.6289,-2.0960,64.446
West Midlands,52.6289,-2.0813,11.448
West Midlands,52.6289,-2.0665,226.568
West Midlands,52.6289,-2.0517,593.542
West Midlands,52.6289,-2.0369,10.393
West Midlands,52.6289,-2.0222,313.026
West Midlands,52.6289,-2.0074,870.328
West Midlands,52.6289,-1.9926,993.809
West Midlands,52.6289,-1.9778,1243.241
West Midlands,52.6289,-1.9631,1185.240
West Midlands,52.6289,-1.9483,21.105
West Midlands,52.6289,-1.9335,946.164
West Midlands,52.6289,-1.9187,1465.835
West Midlands,52.6289,-1.9040,196.115
West Midlands,52.6289,-1.8892,139.098
West Midlands,52.6329,-3.0861,1.332
West Midlands,52.6331,-3.0714,5.769
West Midlands,52.6332,-3.0566,2.884
West Midlands,52.6333,-3.0418,1.552
West Midlands,52.6334,-3.0270,6.187
West Midlands,52.6336,-3.0123,107.169
West Midlands,52.6337,-2.9975,134.473
West Midlands,52.6338,-2.9827,2.730
West Midlands,52.6339,-2.9679,0.173
West Midlands,52.6341,-2.9532,0.346
West Midlands,52.6342,-2.9384,21.625
West Midlands,52.6343,-2.9236,341.022
West Midlands,52.6344,-2.9088,11.902
West Midlands,52.6345,-2.8941,29.170
West Midlands,52.6346,-2.8793,4.580
West Midlands,52.6347,-2.8645,0.776
West Midlands,52.6348,-2.8497,10.732
West Midlands,52.6350,-2.8350,29.372
West Midlands,52.6351,-2.8202,21.928
West Midlands,52.6352,-2.8054,2.811
West Midlands,52.6353,-2.7906,13.006
West Midlands,52.6354,-2.7759,36.852
West Midlands,52.6355,-2.7611,28.688
West Midlands,52.6355,-2.7463,25.500
West Midlands,52.6356,-2.7315,11.856
West Midlands,52.6357,-2.7167,1.145
West Midlands,52.6358,-2.7020,9.517
West Midlands,52.6359,-2.6872,2.067
West Midlands,52.6361,-2.6576,31.716
West Midlands,52.6362,-2.6429,11.269
West Midlands,52.6362,-2.6281,12.067
West Midlands,52.6363,-2.6133,33.799
West Midlands,52.6364,-2.5985,191.732
West Midlands,52.6365,-2.5838,19.349
West Midlands,52.6365,-2.5690,1.039
West Midlands,52.6366,-2.5542,5.193
